WORKFLOW TYPE,WORKFLOW ID,CORRELATION_ID,CREATED ON,MODIFIED ON,SUBWORKFLOWS,MOST RECENT SUBWORKFLOW TYPE,SUBWORKFLOW,CREATED ON,DEPENDS ON TASK TYPE,DEPENDS ON TASK ID
SSO_RPM_CARE_GAP_WF,10e19c54-d4ef-424b-8ba2-7f284d10ced7,3935,8/31/2020 10:45,8/31/2020 10:51,282,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,3545f0d9-1a46-4441-a35e-3ce0f3a16f8a,2/14/2021 4:36,SSO_RPM_DELAY_TASK,6e901984-fa72-4e1b-a52f-a9e263387bff
SSO_RPM_CARE_GAP_WF,1142e856-829b-426b-a2a6-f055fcf34068,6000,8/31/2020 10:49,8/31/2020 10:58,282,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,60c46407-f7ad-4d41-87d1-e41a1d02f243,2/15/2021 8:57,SSO_RPM_DELAY_TASK,1a3153c3-20b6-45d3-80f8-5a79ff58a20a
SSO_RPM_CARE_GAP_WF,1214e7bc-97e8-4bdb-a655-5b6b6eba4e4c,3520,8/31/2020 10:44,8/31/2020 10:50,124,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,74c3346d-a320-4eed-a5f4-c8e9209b9fd1,1/31/2021 11:5,SUB_WORKFLOW,c4391815-2544-4bd2-b329-972132638d16
SSO_RPM_CARE_GAP_WF,12bd9491-b562-4bc0-877c-63f7e509d3a3,2718,8/31/2020 10:43,8/31/2020 10:47,283,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,edc44f78-abb7-4e74-bb2e-51ddf8acb3eb,2/14/2021 13:1,SSO_RPM_DELAY_TASK,5951161c-05fe-40be-a40c-57c9801f3806
SSO_RPM_CARE_GAP_WF,139150ae-8565-4486-acc4-7bece7189409,641,8/31/2020 10:39,8/31/2020 10:40,272,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,86faa138-f546-4bd4-9166-ab39c99a144b,2/15/2021 17:47,SSO_RPM_DELAY_TASK,a206bbbc-057f-4ed6-8dbf-2259f746f651
SSO_RPM_CARE_GAP_WF,16170a60-db81-463b-a94f-36998f91e205,2048,8/31/2020 10:42,8/31/2020 10:45,274,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,42851915-5dde-4c8c-83ba-a676321609d9,2/15/2021 19:12,SSO_RPM_DELAY_TASK,37eae82f-4e3f-4d8d-bcf4-6431dbfb8399
SSO_RPM_CARE_GAP_WF,17e5bea6-1e87-460f-a660-4ab2afc63889,3358,8/31/2020 10:44,8/31/2020 10:49,280,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,a81672c4-14b8-447e-a40d-d03758dd4271,2/15/2021 15:8,SSO_RPM_DELAY_TASK,df840807-4f54-4022-adce-48abdab5df3c
SSO_RPM_CARE_GAP_WF,17f85318-652a-4173-8732-d049eb829aff,4464,8/31/2020 10:46,8/31/2020 10:53,282,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,086dfac7-9c9f-40bf-a3eb-475bd6c10165,2/14/2021 13:55,SSO_RPM_DELAY_TASK,007fdea1-5894-4b49-ab35-91e9f0630f9a
SSO_RPM_CARE_GAP_WF,1a6ae2db-4287-4c04-9bec-90f87ba94580,3834,8/31/2020 10:45,8/31/2020 10:51,281,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,00e91403-89db-4aac-ac67-408dc723f02c,2/15/2021 10:38,SSO_RPM_DELAY_TASK,c29bafc1-b3aa-4cd2-a783-9e0e6781e43b
SSO_RPM_CARE_GAP_WF,1b75fb00-983d-492e-8bd5-4d8d351574fc,646,8/31/2020 10:39,8/31/2020 10:40,287,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,331bc606-ed78-4bef-afa1-22cf5e20872a,2/15/2021 17:48,SSO_RPM_DELAY_TASK,3f4c10dc-1296-4574-8e9b-9dbe3777db53
SSO_RPM_CARE_GAP_WF,1e3a17e6-8c05-4c9f-b2d2-a72b90dcc3a2,622,8/31/2020 10:39,8/31/2020 10:40,268,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,094487db-cf02-4ae7-baf4-207e10a4f263,2/15/2021 17:47,SSO_RPM_DELAY_TASK,0bdf464f-2dbf-4a1b-96ec-4ea0588ee783
SSO_RPM_CARE_GAP_WF,1f7d31bb-34f6-4e52-af11-f3bee1ca28be,2528,8/31/2020 10:43,8/31/2020 10:46,276,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,83cbf296-4e30-4e42-ae74-fa4f407ecd2d,2/14/2021 2:47,SSO_RPM_DELAY_TASK,21a20507-6cd1-47e3-a058-d1ad37157fbc
SSO_RPM_CARE_GAP_WF,21b99199-d2b8-47a6-9fe6-6eb11cde81f3,4604,8/31/2020 10:46,8/31/2020 10:54,136,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,8ae1d87b-a589-43aa-9286-7d4c196f828f,2/15/2021 17:8,SSO_RPM_DELAY_TASK,342cd0c3-3955-4c24-96f2-e96677836fc9
SSO_RPM_CARE_GAP_WF,2300d461-5502-4b90-aa2d-546550421939,8684,8/31/2020 10:53,8/31/2020 11:8,123,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,10ed4757-807b-4601-90df-44f2991fa205,1/31/2021 14:46,SUB_WORKFLOW,802688bf-c412-4057-b140-101ffa9adaca
SSO_RPM_CARE_GAP_WF,253f1add-8c22-4782-984f-540d8c251921,6826,8/31/2020 10:50,8/31/2020 11:1,274,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,c6e36f64-5d3d-49ed-b931-101f00bdc336,2/15/2021 9:34,SSO_RPM_DELAY_TASK,2bc70c77-4d93-42d4-b3e8-e0de918e24ef
SSO_RPM_CARE_GAP_WF,26e6a0e9-553f-4d66-beb1-4bfc6745f2f4,8761,8/31/2020 10:53,8/31/2020 11:9,280,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,d94745b9-ab95-4bcc-98e2-f9e5ade8a62d,2/15/2021 12:45,SSO_RPM_DELAY_TASK,9e736fc2-25ff-4b9c-90b2-8782fbfb4d80
SSO_RPM_CARE_GAP_WF,2758579a-8581-4dae-9129-545a9bc1ef67,8441,8/31/2020 10:53,8/31/2020 11:7,285,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,c408fb53-967e-4545-a473-7c8f7294cd86,2/15/2021 11:55,SSO_RPM_DELAY_TASK,969b2b95-ae94-4e71-878c-5a2633437b95
SSO_RPM_CARE_GAP_WF,275eb497-c277-4b24-86a6-4b0f3801b827,2695,8/31/2020 10:43,8/31/2020 10:47,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,bf4e213a-43d1-4385-9eb2-af461cd8e2e0,2/14/2021 2:42,SSO_RPM_DELAY_TASK,b9012c39-8794-46b2-b8fd-6caab2c591a4
SSO_RPM_CARE_GAP_WF,27d7ad8d-664c-44de-beb4-73b72ff677a4,5446,8/31/2020 10:47,8/31/2020 10:56,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,5156d290-354c-47fa-97f6-8eb84215e9a3,2/15/2021 8:56,SSO_RPM_DELAY_TASK,f5f06437-6448-41a8-a530-92b9fbf9c83b
SSO_RPM_CARE_GAP_WF,283552bb-716d-4686-8ded-7800e77de7c3,1249,8/31/2020 10:40,8/31/2020 10:42,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,3d622beb-ef4c-43dd-9b55-43cb93d16275,2/15/2021 18:39,SSO_RPM_DELAY_TASK,1d8c0856-e0e1-4699-949b-31def3957e83
SSO_RPM_CARE_GAP_WF,291c09aa-cb44-41e4-bb93-f608ffc9aa08,343,8/31/2020 10:39,8/31/2020 10:39,287,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,828be591-cbd4-4e0e-8c96-be3bceee28a7,2/15/2021 17:46,SSO_RPM_DELAY_TASK,32fd187f-6759-4298-9ff2-dffc3438bee9
SSO_RPM_CARE_GAP_WF,29220208-abbd-4760-b551-10f07236dc4e,8222,8/31/2020 10:52,8/31/2020 11:7,277,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,abe6ebd6-8541-4127-8ec9-399109116938,2/15/2021 10:18,SSO_RPM_DELAY_TASK,ec3e1a21-2657-4d8e-b2d7-8296ca96bd74
SSO_RPM_CARE_GAP_WF,2e8c74f1-05c2-451a-924a-6a2d630cd544,3768,8/31/2020 10:45,8/31/2020 10:51,277,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,b0f5ff9e-6fe1-411a-91aa-668fd70b9339,2/14/2021 13:3,SSO_RPM_DELAY_TASK,d1cacb34-0036-4f7a-80f8-42a7c6db5598
SSO_RPM_CARE_GAP_WF,303aa1c0-f943-407b-b99c-6007d5569e38,3534,8/31/2020 10:44,8/31/2020 10:50,271,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,bb125924-c4a5-403d-a963-b90afabe973f,2/14/2021 13:2,SSO_RPM_DELAY_TASK,fa7f2cfb-182a-42e5-856c-eafc3054d50d
SSO_RPM_CARE_GAP_WF,30eb5039-e07a-44e8-b290-b6e8036af9de,2075,8/31/2020 10:42,8/31/2020 10:45,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,8baebbe6-dac5-4cd0-ad0f-d4b4d201ded9,2/15/2021 19:12,SSO_RPM_DELAY_TASK,a2c331f7-2b54-4cd2-9613-50fcdcefdc65
SSO_RPM_CARE_GAP_WF,328db86f-812a-48b1-a0c9-befca569a1dc,3705,8/31/2020 10:45,8/31/2020 10:51,270,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,886f097e-62ee-46ce-8ac6-dd51869ab634,2/15/2021 13:58,SSO_RPM_DELAY_TASK,0f9cf232-b14a-424b-b6b7-7a1263572de9
SSO_RPM_CARE_GAP_WF,32988323-d443-44ef-9b4b-5a03657d93d6,4249,8/31/2020 10:45,8/31/2020 10:52,280,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,d1f87ff9-0a1e-4ac1-bec6-8f4aba707fa7,2/14/2021 6:0,SSO_RPM_DELAY_TASK,377acbdc-4a01-47a8-98bd-b6222f7cb6f6
SSO_RPM_CARE_GAP_WF,32ccb12b-d6e4-4251-a689-77c1aa70cb4c,4695,8/31/2020 10:46,8/31/2020 10:54,274,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,f894f410-a110-46c9-b70c-1631316eeb36,2/15/2021 15:51,SSO_RPM_DELAY_TASK,cde2aa77-4e9e-46b1-b353-b3acb5ac9dde
SSO_RPM_CARE_GAP_WF,35a2f16d-23b3-4fa1-be96-36738beb0ef1,4597,8/31/2020 10:46,8/31/2020 10:54,284,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,c5a9ce50-4c25-49ff-8b65-ebfdb8893236,2/14/2021 13:59,SSO_RPM_DELAY_TASK,c473c852-1e6a-4c85-82d3-d088455e2f8a
SSO_RPM_CARE_GAP_WF,35f42acc-c0a4-4cd7-ad4f-c9a2562ad45c,6128,8/31/2020 10:49,8/31/2020 10:59,274,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,e7602f82-96f7-48db-b870-773f50f69539,2/15/2021 9:32,SSO_RPM_DELAY_TASK,325cf1db-5ba5-4d78-9232-7b818692fd6f
SSO_RPM_CARE_GAP_WF,35f6a612-57f9-4d26-bed0-2b7afe01f799,1496,8/31/2020 10:41,8/31/2020 10:43,276,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,2cb13da0-3232-457c-9b45-036435391f78,2/15/2021 18:53,SSO_RPM_DELAY_TASK,f1891c05-f1db-432d-92e7-7ddf96997b43
SSO_RPM_CARE_GAP_WF,36e39406-0444-4f75-a354-4a32a2c4f852,8309,8/31/2020 10:52,8/31/2020 11:7,132,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,d050ebe5-483a-41db-a75f-f31640e64649,2/15/2021 16:31,SSO_RPM_DELAY_TASK,d205c25e-a545-40d4-92f0-07d9db4ef964
SSO_RPM_CARE_GAP_WF,38c8c9b9-2fb7-4472-a21b-51a653773b13,8633,8/31/2020 10:53,8/31/2020 11:8,283,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,d10d0276-2501-4e38-83d2-ec281bd7062c,2/15/2021 11:6,SSO_RPM_DELAY_TASK,60aaba7d-ad40-41db-a4d9-5f41306078d3
SSO_RPM_CARE_GAP_WF,38f6cd46-0b95-4596-9c99-c2b8b3f690e0,3332,8/31/2020 10:44,8/31/2020 10:49,276,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,d8e7374a-e96e-49fe-8206-60a98d0259a8,2/14/2021 13:1,SSO_RPM_DELAY_TASK,f1984fd9-eb7a-40a6-ad71-fafc9a92cdad
SSO_RPM_CARE_GAP_WF,41f186ca-dc10-4cf4-bff6-52bab74df3e4,7075,8/31/2020 10:50,8/31/2020 11:2,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,b04b217d-babd-4550-9a5a-7ce59a49f784,2/15/2021 15:4,SSO_RPM_DELAY_TASK,eb244078-826e-4a37-8be6-f8d8e5b57f98
SSO_RPM_CARE_GAP_WF,4386cfae-b6ba-4d7a-a59e-8be55c388fb4,953,8/31/2020 10:40,8/31/2020 10:41,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,3c83a890-9069-4f41-afba-fa58547cc9ba,2/15/2021 18:9,SSO_RPM_DELAY_TASK,aa55d8b1-4077-4819-8c38-fd28ded344ac
SSO_RPM_CARE_GAP_WF,4397ada3-1134-4b50-9b4f-bb1992ad4d34,3662,8/31/2020 10:44,8/31/2020 10:50,286,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,4f84fcea-d1b7-4643-937f-ab7cac5e70f3,2/14/2021 13:57,SSO_RPM_DELAY_TASK,7721567c-e95f-43d3-848c-eb91e42a1d3d
SSO_RPM_CARE_GAP_WF,4466ab1a-0630-46cd-9411-2c42fa97c823,5249,8/31/2020 10:47,8/31/2020 10:56,282,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,6d0ad435-dd19-403f-9915-55980b32d6ed,2/14/2021 6:22,SSO_RPM_DELAY_TASK,746479db-43c1-4283-a5c2-f7ef2b3bbd5c
SSO_RPM_CARE_GAP_WF,4489da2b-b370-4a93-b1c1-060022e7e403,5366,8/31/2020 10:47,8/31/2020 10:56,277,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,765e16e6-6bf1-4901-b881-55b808ef4380,2/14/2021 13:25,SSO_RPM_DELAY_TASK,00f6b207-12b8-41cf-a6ab-f3525f21ddf0
SSO_RPM_CARE_GAP_WF,4695ea2f-0cf1-47e0-b41f-9ebea4d7f529,5222,8/31/2020 10:47,8/31/2020 10:56,278,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,81b06548-1f2c-47fa-a0d6-83a2a3ac50fd,2/14/2021 13:7,SSO_RPM_DELAY_TASK,a4e3474a-7fb6-4b54-ad58-bb5c41d46190
SSO_RPM_CARE_GAP_WF,475ec36f-0551-48dc-918d-f4652014fe3d,3469,8/31/2020 10:44,8/31/2020 10:50,278,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,dcc3c6a6-9fc8-419a-83d1-443efd15c7d0,2/15/2021 10:31,SSO_RPM_DELAY_TASK,31ca953f-a548-4853-95c3-73566d0f598c
SSO_RPM_CARE_GAP_WF,47fd7fac-cd07-4207-b6a4-699a123ff145,1548,8/31/2020 10:41,8/31/2020 10:43,280,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,5354320b-8870-4b1a-8123-52e3e647d252,2/15/2021 18:58,SSO_RPM_DELAY_TASK,b3d6c3ae-b1db-45f0-a5ac-3edbafc3dd72
SSO_RPM_CARE_GAP_WF,482502b9-6785-4350-9622-51b8eb1836bc,6657,8/31/2020 10:50,8/31/2020 11:1,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,fdd38772-45bf-47e6-9cf9-283c57f235aa,2/15/2021 8:55,SSO_RPM_DELAY_TASK,28ec6919-2416-4765-a02f-49bb20415bad
SSO_RPM_CARE_GAP_WF,48f6617b-7d65-4956-9040-828b6b7cc27a,1414,8/31/2020 10:41,8/31/2020 10:43,275,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,b87f0e3d-a144-4c88-822e-40e796c20937,2/15/2021 18:46,SSO_RPM_DELAY_TASK,f84efe1d-c11d-49a3-a23c-d9edd187f6bb
SSO_RPM_CARE_GAP_WF,4c242d36-a2e3-4816-a160-867d6bc00c13,6238,8/31/2020 10:49,8/31/2020 10:59,277,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,1bf2e92f-1fa5-4cba-9ab6-9f954249b75c,2/14/2021 13:39,SSO_RPM_DELAY_TASK,d45aad2c-dcac-4973-a107-684e187986cc
SSO_RPM_CARE_GAP_WF,4cc346ee-a291-4b80-a8c3-66847c80064a,5045,8/31/2020 10:47,8/31/2020 10:55,137,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,9fed92f7-6703-4a32-b655-8664302dc55c,2/15/2021 14:37,SSO_RPM_DELAY_TASK,4ba49fe9-51e9-469d-8221-d35625e0a15b
SSO_RPM_CARE_GAP_WF,4d009c47-87a5-4240-8238-4cfc971e32fc,5232,8/31/2020 10:47,8/31/2020 10:56,278,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,1f0bdf51-d9ad-41bb-b412-24d32a53fe97,2/15/2021 16:7,SSO_RPM_DELAY_TASK,05cf3472-b0d0-4977-870c-f5c6b475774c
SSO_RPM_CARE_GAP_WF,4e37a04a-3833-4f20-9367-1694ed6c1dfd,185,8/31/2020 10:39,8/31/2020 10:39,284,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,201af859-aece-47f7-84c5-0d42509412f7,2/15/2021 17:46,SSO_RPM_DELAY_TASK,5fc0d204-1588-4522-9bb9-8ef2ddbaa562
SSO_RPM_CARE_GAP_WF,4f98aadd-61b4-4cba-a0dc-7e3f7629ec53,4486,8/31/2020 10:46,8/31/2020 10:53,274,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,57149cf8-5f51-4c40-be3a-f873c916e0f5,2/14/2021 13:53,SSO_RPM_DELAY_TASK,555f98f8-5354-4763-9fcf-9ee414f7e962
SSO_RPM_CARE_GAP_WF,501dab68-2210-4dd9-8885-6364225cb434,4768,8/31/2020 10:46,8/31/2020 10:54,284,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,ec09cdb2-c19b-4bd1-8c85-a2c2d9e4838e,2/15/2021 16:0,SSO_RPM_DELAY_TASK,013d9a34-e165-4c5d-9e38-ba650c55876e
SSO_RPM_CARE_GAP_WF,52943067-19ac-465f-958f-1dc4769adf51,671,8/31/2020 10:39,8/31/2020 10:40,281,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,e52f27e7-6999-4ab8-a6e3-99af1b1d31de,2/15/2021 17:48,SSO_RPM_DELAY_TASK,11bba025-abb6-4d93-a8a7-e5fb138410a9
SSO_RPM_CARE_GAP_WF,55817e5d-8a66-4b8f-aaf5-c04738d8fedf,777,8/31/2020 10:40,8/31/2020 10:41,277,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,92aa2352-e00e-4f2c-b7ca-ab33b9d82406,2/15/2021 17:55,SSO_RPM_DELAY_TASK,6a7192e9-ed85-444f-9c6b-38be6cd35ff5
SSO_RPM_CARE_GAP_WF,568dcbad-0a64-4387-8526-aea132572402,1467,8/31/2020 10:41,8/31/2020 10:43,277,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,34b5a6cd-c0de-48f4-b367-690dcf49c6de,2/15/2021 18:53,SSO_RPM_DELAY_TASK,f5fdf410-2d85-4eb0-8c27-b25baf4bd6d6
SSO_RPM_CARE_GAP_WF,57fa9020-7f7e-47a1-83b2-a8b5f4e84662,639,8/31/2020 10:39,8/31/2020 10:40,269,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,f188ca4a-4b0b-4b5e-998f-e9335b94c1c0,2/15/2021 17:47,SSO_RPM_DELAY_TASK,53171d2b-06a0-41cf-9ec9-bea88083c334
SSO_RPM_CARE_GAP_WF,5a5ed7d1-5106-47c5-8c30-384c68133bc3,8214,8/31/2020 10:52,8/31/2020 11:7,286,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,0d1dab21-59a0-4898-a001-9ac509184cb8,2/15/2021 10:14,SSO_RPM_DELAY_TASK,4bb294bd-95a2-4923-b156-032bcf55806b
SSO_RPM_CARE_GAP_WF,5b743e02-13d2-41ce-a7c6-3a5f2e87e162,6952,8/31/2020 10:50,8/31/2020 11:2,275,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,8aed3a89-2e77-4038-adb8-06cbd9e31171,2/15/2021 13:10,SSO_RPM_DELAY_TASK,12468031-eb31-40b3-9087-008124d5231c
SSO_RPM_CARE_GAP_WF,5da00a1e-f875-4312-930a-69b38c08153e,2173,8/31/2020 10:42,8/31/2020 10:45,277,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,f683360e-de38-42f6-afc2-db83ea504fd9,2/15/2021 19:10,SSO_RPM_DELAY_TASK,4e9d9762-11c0-43b0-8fe0-2c689f2498c8
SSO_RPM_CARE_GAP_WF,5fe9cb70-3739-495d-ae3f-fb5de7cdecaa,9221,8/31/2020 10:54,8/31/2020 11:10,275,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,631e63d2-f2ed-42b1-a0c5-8487dc85e704,2/15/2021 15:3,SSO_RPM_DELAY_TASK,587864d9-eadb-420e-a7b3-dfac643a5a7f
SSO_RPM_CARE_GAP_WF,60d484dd-2bb5-4c21-bf1b-c5875a3be99c,8383,8/31/2020 10:52,8/31/2020 11:7,279,SSO_RPM_CARE_GAP_CHECK_MR_INTERNAL_LOOP_WF,949bba7b-01b2-4617-ac5d-3c302471604a,2/15/2021 17:16,SSO_RPM_DELAY_TASK,d9c673a6-7a2e-4fc1-8503-8d11be687523
SSO_RPM_CARE_GAP_WF,6142c6bf-ba94-4bf7-b203-d9d5a9aef7b9,7946,8/31/2020 10:52,8/31/2020 11:6,135,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,b0a7eeb6-41c3-44c3-b60a-fb1c3f569a97,2/14/2021 18:20,SSO_RPM_DELAY_TASK,0df95fb9-b7d5-40f5-a1d8-d7c90e3a4d27
SSO_RPM_CARE_GAP_WF,617a4305-5921-438d-8386-c17dba9be057,4742,8/31/2020 10:46,8/31/2020 10:54,133,SSO_RPM_CHECK_IF_HOME_PLAN_ACK_LOOP_WF,c7ca55e4-c6bb-40ef-a19e-80510aea49d7,2/14/2021 13:45,SSO_RPM_DELAY_TASK,ab8d05cb-f10c-401e-9826-4f9ec6a4caf9
